sequence_no,log_id,timestamp,source,service,event_type,severity,risk_label,risk_score,method,endpoint,status_code,response_time_ms,user_id,source_ip,session_id,user_agent,host,environment,trace_id,mitre_tactic,mitre_technique_id,mitre_technique,recommendation,message
1047,LOG-23F77BC275AA,2026-07-02T18:26:26+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,67,,/admin,,,keerthi,192.168.2.15,sess-f331dee1,Chrome/126 Windows,worker-01,development,trace-747c16865bbf4ca7,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at UserWalletCard component
1048,LOG-73E69D62E81B,2026-07-02T18:27:24+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,52,,/dashboard,,,api_bot,172.16.0.21,sess-c555ef2c,MobileChrome/126 Android,api-01,development,trace-6c536cb42ba14d36,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at AdminMemberModal component
1049,LOG-92B7FAE5D297,2026-07-02T18:28:03+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,64,,/learning-paths,,,student02,10.0.0.5,sess-e3c6b563,MobileChrome/126 Android,api-01,production,trace-7df8223fff694287,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at DashboardChart component
1050,LOG-AC4949BEBA74,2026-07-02T18:28:32+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,56,,/courses,,,student02,172.16.0.21,sess-e317349f,Edge/126 Windows,app-02,development,trace-29dec8dff0f942f6,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at LandingPage component
1051,LOG-F734E3B1B69A,2026-07-02T18:28:54+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,66,,/reports,,,admin,192.168.1.10,sess-da28518b,Chrome/126 Windows,api-01,staging,trace-1e0c0feb109b43c5,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at LandingPage component
1052,LOG-70F33BD71BC5,2026-07-02T18:29:09+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,69,,/billing,,,guest,172.16.0.33,sess-b8d309a9,Edge/126 Windows,app-01,development,trace-168a74858af742db,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at DashboardChart component
1053,LOG-E141C817DE7B,2026-07-02T18:29:42+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,61,,/SIEM-Learning-path,,,student01,10.0.0.8,sess-f2832592,MobileChrome/126 Android,worker-01,staging,trace-22aa3d45b8894b0d,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at UserWalletCard component
1054,LOG-BE80A7F0C857,2026-07-02T18:30:38+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,66,,/admin,,,analyst,10.0.0.8,sess-1393c156,Chrome/126 Windows,web-01,development,trace-0c2e7273c21b4cd1,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at AdminMemberModal component
1055,LOG-D2296FE63B0E,2026-07-02T18:30:53+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,53,,/reports,,,api_bot,172.16.0.33,sess-27a76d7b,Edge/126 Windows,api-01,staging,trace-64a6a7156c554dbc,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at DashboardChart component
1056,LOG-E040C844B62C,2026-07-02T18:31:50+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,57,,/reports,,,analyst,10.0.0.8,sess-41bab42e,MobileChrome/126 Android,worker-01,development,trace-1e746196fdf94696,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at LandingPage component
1057,LOG-CB81C8EDFCE6,2026-07-02T18:32:43+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,56,,/login,,,keerthi,10.0.0.8,sess-aa5a8188,Chrome/126 Windows,app-01,staging,trace-c3f45880c38d4f18,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at LandingPage component
1058,LOG-559235C8372C,2026-07-02T18:33:37+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,51,,/learning-paths,,,manager,172.16.0.33,sess-64c71a15,MobileChrome/126 Android,api-01,production,trace-026947e2f17144ed,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at ScheduleBanner component
1059,LOG-6875452AC15F,2026-07-02T18:33:49+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,61,,/admin,,,analyst,192.168.1.11,sess-22a671eb,MobileChrome/126 Android,db-01,development,trace-712fcf7c8bfa44b0,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at UserWalletCard component
1060,LOG-67B672D5B496,2026-07-02T18:34:33+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,75,,/SIEM-Learning-path,,,admin,10.0.0.8,sess-db949bfa,Chrome/126 Windows,app-02,staging,trace-1247fcca49c44e50,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at AdminMemberModal component
1061,LOG-A6F7FBB63BE0,2026-07-02T18:35:09+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,60,,/SIEM-Learning-path,,,analyst,10.0.0.5,sess-16897a2f,MobileChrome/126 Android,api-01,staging,trace-31fb76369dbb4cfd,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at DashboardChart component
1062,LOG-137696504FC2,2026-07-02T18:35:21+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,73,,/reports,,,john,172.16.0.33,sess-a37c237b,MobileChrome/126 Android,app-01,production,trace-7d1819c1081e4954,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at UserWalletCard component
1063,LOG-FDA9B26B4CD8,2026-07-02T18:35:52+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,63,,/SIEM-Learning-path,,,john,10.0.0.5,sess-23368a7f,MobileChrome/126 Android,app-01,development,trace-2378cbd6737443da,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at AdminMemberModal component
1064,LOG-A41AE40123D3,2026-07-02T18:36:00+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,62,,/SIEM-Learning-path,,,guest,192.168.1.12,sess-d9c78328,MobileChrome/126 Android,web-01,production,trace-6a3777eb38e14643,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at LearningJourney component
1065,LOG-0C280EB4BBDD,2026-07-02T18:36:12+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,74,,/admin,,,support,192.168.1.10,sess-8dcc3782,Chrome/126 Windows,db-01,development,trace-f6d4e6bf209e41cb,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at LearningJourney component
1066,LOG-9C4987B117F8,2026-07-02T18:36:33+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,62,,/SIEM-Learning-path,,,trainer,10.0.0.8,sess-1da322a1,Chrome/126 Windows,web-01,staging,trace-9965a8d5845a4a12,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at UserWalletCard component
1067,LOG-1F9D3A55BD18,2026-07-02T18:36:55+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,68,,/settings,,,keerthi,172.16.0.21,sess-84c179ad,Chrome/126 Windows,worker-01,development,trace-f292b3c4cb854386,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at AdminMemberModal component
1068,LOG-37AC287ACD96,2026-07-02T18:37:15+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,72,,/learning-paths,,,finance_user,10.0.0.8,sess-9d85a68b,MobileChrome/126 Android,app-02,production,trace-c5a701c48d5a47d1,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at DashboardChart component
1069,LOG-84A5E7B48C55,2026-07-02T18:37:47+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,71,,/billing,,,finance_user,10.0.0.8,sess-ac640221,Chrome/126 Windows,db-01,production,trace-a9590000293c4611,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at AdminMemberModal component
1070,LOG-CF6B0BB56214,2026-07-02T18:38:43+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,53,,/login,,,manager,192.168.1.10,sess-51cd6131,MobileChrome/126 Android,web-01,production,trace-1cf14c8a268d4b9c,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at AdminMemberModal component
1071,LOG-E5A7294EDF47,2026-07-02T18:39:21+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,76,,/courses,,,finance_user,192.168.1.10,sess-87b02110,Chrome/126 Windows,gateway-01,development,trace-293692c66ee84239,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at LearningJourney component
1072,LOG-34EAB17E5ACC,2026-07-02T18:39:54+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,57,,/login,,,analyst,192.168.1.12,sess-89fd1a4e,MobileChrome/126 Android,app-02,production,trace-31abf7fc0d774dda,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at UserWalletCard component
1073,LOG-E129B39E241A,2026-07-02T18:40:18+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,74,,/billing,,,keerthi,10.0.0.5,sess-987dd6a8,Chrome/126 Windows,web-01,development,trace-bfcbd1f62b264e25,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at ScheduleBanner component
1074,LOG-4E44E0DFD2A9,2026-07-02T18:40:30+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,54,,/learning-paths,,,analyst,192.168.2.15,sess-3148c3b2,Chrome/126 Windows,web-01,development,trace-7beeaf97ba1942fe,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at LandingPage component
1075,LOG-D4C05361FCA5,2026-07-02T18:40:53+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,58,,/reports,,,john,10.0.0.8,sess-f459b2da,Edge/126 Windows,worker-01,production,trace-1663e217a6ab4a06,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at DashboardChart component
1076,LOG-0FF76CD26DC2,2026-07-02T18:41:12+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,69,,/settings,,,api_bot,172.16.0.33,sess-e7e33841,Chrome/126 Windows,web-01,staging,trace-7a8974a0aee8418d,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at ScheduleBanner component
1077,LOG-D6488D2DBBEB,2026-07-02T18:41:36+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,70,,/SIEM-Learning-path,,,guest,172.16.0.21,sess-1290ec25,MobileChrome/126 Android,db-01,production,trace-c401bb300fe04e91,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at AdminMemberModal component
1078,LOG-7F7C9A24180A,2026-07-02T18:42:06+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,64,,/learning-paths,,,trainer,192.168.2.15,sess-a1ea0b60,Chrome/126 Windows,app-02,staging,trace-49f78fb32fd4404a,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at LandingPage component
1079,LOG-D09C25F0430C,2026-07-02T18:42:42+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,76,,/login,,,finance_user,192.168.2.15,sess-4a6e0357,Edge/126 Windows,web-01,production,trace-2677f02747114881,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at DashboardChart component
1080,LOG-3CA0BD09E9FD,2026-07-02T18:43:08+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,51,,/login,,,analyst,192.168.1.11,sess-2c9a60d4,Edge/126 Windows,worker-01,development,trace-bb73c2951bdb425e,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at LearningJourney component
1081,LOG-5716CA3CA2CA,2026-07-02T18:43:55+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,68,,/courses,,,api_bot,10.0.0.5,sess-d98670d9,Edge/126 Windows,gateway-01,development,trace-0ce29a0e11494bbf,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at LandingPage component
1082,LOG-A6FDD0330074,2026-07-02T18:44:17+05:30,system,worker-service,sudo_attempt,high,auth_risk,68,,,,,analyst,45.67.21.88,sess-11335ef1,,web-01,development,trace-ab40dbb04e834bda,Initial Access,T1078,Valid Accounts,"Review token/session handling, failed attempts, and authentication middleware.",worker-service: sudo attempt detected on host app-01
1083,LOG-5D7FC80A00D9,2026-07-02T18:44:32+05:30,system,nginx,cpu_spike,high,system_risk,51,,,,,trainer,10.0.0.8,sess-5743f6ef,,gateway-01,production,trace-386196c6358a464f,,,,"Check host resource usage, service health, and system-level authentication activity.",nginx: cpu spike detected on host gateway-01
1084,LOG-7E4DFC5391F9,2026-07-02T18:46:15+05:30,system,scheduler,nginx_reload,info,safe,17,,,,,devops,10.0.0.8,sess-c4e5006c,,api-01,production,trace-5d3f343ec1a4465b,,,,No immediate action required. Continue normal monitoring.,scheduler: nginx reload detected on host worker-01
1085,LOG-01CCC81E64D0,2026-07-02T18:48:05+05:30,system,nginx,disk_warning,high,system_risk,64,,,,,finance_user,192.168.1.12,sess-f0f7d31d,,api-01,production,trace-15174d46acde479a,,,,"Check host resource usage, service health, and system-level authentication activity.",nginx: disk warning detected on host app-01
